cycle,SOH,resistance,T,c_rate,dod,condition,cond_id,stage,RUL,grade,battery_id,soh_t,capacity_Ah,q_ref_Ah,ccct_min,cvct_min,ce,phase_label,knee_cycle,rul_cycles,is_eol,reached_eol,chemistry,cell_format,rated_capacity_Ah,nominal_voltage_V,discharge_rate_C,soc_window,charging_strategy,v_upper_V,v_lower_V,eol_threshold_pct,batch_id,is_abnormal,source_id,source_ref
260,0.6990700760976696,0.0405361030158096,23,3.0,0.8,T23_C3.0_D0.8,141,失效临界,,,SIM-LFP-48-01,0.6984250139902728,0.7788215289835675,0.7781028767712219,30.024327839367253,50.45937446264645,0.9976003512161922,3,180,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,2,False,SIM,Sev19(MIT);Ver22;SIM
273,0.6991229975562159,0.0390607873971144,23,3.0,0.8,T23_C3.0_D0.8,142,失效临界,,,SIM-LFP-48-02,0.6985854262168723,0.7416660156748054,0.7410957320554915,29.03347266643401,50.073077775814376,0.997843338433189,3,204,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
265,0.6985294171354841,0.0395252335337602,23,3.0,0.8,T23_C3.0_D0.8,143,失效临界,,,SIM-LFP-48-03,0.6982646017636713,0.7445517542420866,0.7442694916132027,29.39671797604991,51.419396864196734,0.997484437205438,3,189,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
321,0.7002454063591796,0.0401214030407765,35,1.0,0.8,T35_C1.0_D0.8,144,失效临界,,,SIM-LFP-49-01,0.6990209999999952,0.7872042535473226,0.785827796257825,30.43235745347292,50.85142797451409,0.997807087499334,3,228,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,2,False,SIM,Sev19(MIT);Ver22;SIM
324,0.6983587958708275,0.0400133920215908,35,1.0,0.8,T35_C1.0_D0.8,145,失效临界,,,SIM-LFP-49-02,0.6986219999999951,0.76194610513006,0.7622332746513135,32.469209679110925,49.09134502305036,0.9970937441163004,3,233,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
312,0.6978248636551718,0.0399099908123816,35,1.0,0.8,T35_C1.0_D0.8,146,失效临界,,,SIM-LFP-49-03,0.6986219999999957,0.7558764079334487,0.7567398574726392,35.06943056859064,50.67424910872175,0.9974075161543036,3,211,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_2C-1C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
194,0.6990643095245199,0.0397925842276059,35,2.0,0.8,T35_C2.0_D0.8,147,失效临界,,,SIM-LFP-50-01,0.6992891648941383,0.7307106963497536,0.7309457308401048,30.994675821878563,52.86331280248049,0.997571355072117,3,141,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,2,True,SIM,Sev19(MIT);Ver22;SIM
188,0.6962934681402598,0.0402576376178352,35,2.0,0.8,T35_C2.0_D0.8,148,失效临界,,,SIM-LFP-50-02,0.6979892621487241,0.7463014851106876,0.7481190715808566,28.34749302281689,51.414542347600985,0.9978640304466808,3,129,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
186,0.6985714976451339,0.0395815824010502,35,2.0,0.8,T35_C2.0_D0.8,149,失效临界,,,SIM-LFP-50-03,0.6988558639790005,0.7698264517174641,0.7701398236865844,31.941701759053498,50.32158591921814,0.9978293177307918,3,126,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_4C-2C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
134,0.6991242380577907,0.0399541311291158,35,3.0,0.8,T35_C3.0_D0.8,150,失效临界,,,SIM-LFP-51-01,0.6976550353025914,0.7936834697033726,0.7920155516467998,32.858922271923504,47.522006123313886,0.9980414976849936,3,97,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,2,False,SIM,Sev19(MIT);Ver22;SIM
129,0.6971654662029443,0.0405012063098665,35,3.0,0.8,T35_C3.0_D0.8,151,失效临界,,,SIM-LFP-51-02,0.6979598185331337,0.7640720097887416,0.7649425956264392,29.64471388763184,54.67609502774096,0.997479878665128,3,88,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,3,False,SIM,Sev19(MIT);Ver22;SIM
125,0.6958783605277725,0.0403260530364013,35,3.0,0.8,T35_C3.0_D0.8,152,失效临界,,,SIM-LFP-51-03,0.6967406856109672,0.7585649412581436,0.7595049468872638,32.27203437051423,57.51914853332708,0.9977966817787178,3,80,0,True,True,LFP,18650,1.1,3.3,4.0,10-90,Fast2step_6C-3C,3.6,2.0,70.0,1,False,SIM,Sev19(MIT);Ver22;SIM
